"gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","F0hPC1","F0hPC2","F0hPC3","F0hPP1","F0hPP2","F0hPP3"
"ENSMUSG00000041264",461.742404145639,0.170019101566381,0.181708411120434,0.935669958908478,0.349443142468894,0.742975265574403,"Uspl1","ubiquitin specific peptidase like 1",818.651527486346,638.650016371004,493.005260169986,500.073863088195,550.199128781607,354.254312362906
"ENSMUSG00000041268",765.90268035545,0.297834210226633,0.22051019543025,1.35065959034462,0.176804502471853,0.566453608879809,"Dmxl2","Dmx-like 2",832.337308505547,1128.00671772371,533.001383772429,574.417677336975,503.005739960229,504.854497164288
"ENSMUSG00000041272",172.896787162056,0.804156091826951,0.244481494370955,3.28923092480282,0.00100461562224014,0.0192886199470107,"Tox","thymocyte selection-associated high mobility group box",247.032450267256,236,151,132,107.002576532441,97.0002176237367
"ENSMUSG00000041278",475.363846308315,0.000847799930362448,0.147823488944637,0.00573521797121137,0.995423983214222,0.999318208848223,"Ttc1","tetratricopeptide repeat domain 1",550,515,366,491,421,375
"ENSMUSG00000041293",32.5987908051668,2.28046071546589,0.503655658195322,4.5278171273547,5.95961218896908e-06,0.000258248709942073,"Adgrf1","adhesion G protein-coupled receptor F1",94,63,44,10,15,9
"ENSMUSG00000041297",297.232832449683,-0.0760382738996767,0.234613167400639,-0.324100623772021,0.745861854694395,0.939473342367567,"Cdk13","cyclin dependent kinase 13",334.170612853538,377.176348561463,211.720457298433,263.093079163819,300.782042418747,235.972100662478
"ENSMUSG00000041298",184.90780795938,0.57599075023538,0.339480612598233,1.6966823107423,0.0897567387548966,0.409474845109518,"Katnal1","katanin p60 subunit A-like 1",276.652750081582,267.007197895061,219.045683597871,176.92221101044,127.959717934454,140.378951819569
"ENSMUSG00000041303",252.803048181932,0.157964535356168,0.162214978484762,0.973797468222126,0.330157110438332,0.727502580486038,"Gtf3c3","general transcription factor IIIC, polypeptide 3",352.536478320038,336.116208398898,244.541013641645,262.303594530743,213,222.497411072729
"ENSMUSG00000041308",6.72607037649199,0.0595153293091262,2.63836488219742,0.0225576567178826,0.982003120268859,0.998353916672657,"Sntb2","syntrophin, basic 2",0,40.6549191457413,11.1363873931907,0,14.3975472689251,24.1546027620492
"ENSMUSG00000041313",26.8486011154542,-0.134826176304208,0.465181393868776,-0.289835702977926,0.771941932605816,0.949119427687461,"Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",35.350493099855,35,20.0541560478592,26.0900156065028,20,23.8247952997448
"ENSMUSG00000041319",81.6818552231491,-0.413570827705344,0.199793836318002,-2.0699879201833,0.0384534756868811,0.251654330341217,"Thoc6","THO complex 6",93.9327790407529,97.2208761010116,75.3307699636026,106.774239979304,105.924618006504,84.9758627580124
"ENSMUSG00000041323",4.22170603017167,-2.56615855875504,1.21511836984136,-2.11185891222274,0.0346985524721079,0.23708012503216,"Ak7","adenylate kinase 7",0,3,1,8,10,2
"ENSMUSG00000041324",591.002551415911,-0.600837276647411,0.307123132426642,-1.95634002525331,0.0504251121404347,0.297994993977839,"Inhba","inhibin beta-A",699.507801095429,1386.18917545757,1097.16004299114,1227.7465364412,1835.54663130097,1132.75857807825
"ENSMUSG00000041328",469.39501039368,-0.319250376615163,0.18809555612956,-1.69727761348739,0.0896441875502372,0.409474845109518,"Pcf11","PCF11 cleavage and polyadenylation factor subunit",515.867645879902,419.713303922243,280.951730505633,380.508682419465,390.958466355114,289.178529182822
"ENSMUSG00000041329",30.5518724266938,-0.170973236242868,0.516429424325766,-0.331067960478985,0.740593152068292,0.937644661043967,"Atp1b2","ATPase, Na+/K+ transporting, beta 2 polypeptide",16,36,60,53,42,26
"ENSMUSG00000041333",4.52228955611549,2.10045317825715,1.89309946049258,1.10953133846999,0.267201032920359,0.672257268129315,"Mup4","major urinary protein 4",1.02201659170712,2.09763977155623,0,0,0,0
"ENSMUSG00000041341",522.370221594084,-0.15138935402815,0.213482349579461,-0.709142251461874,0.478236205625924,0.831458503640764,"Atg2b","autophagy related 2B",459.138890544061,638.171671508622,434.38685334538,399.474936356091,488.245863618827,518.530029833399
"ENSMUSG00000041343",18.7886963525583,0.664773058930805,0.441850516008092,1.50452027291201,0.1324474574134,0.491051106010543,"Ankrd42","ankyrin repeat domain 42",37,39.0062453079967,20.1880500725301,16.344043733089,16.1936641595774,16.5472217696305
"ENSMUSG00000041346",135.167645822183,0.295439780627722,0.203087850067289,1.45473882622635,0.145741579431137,0.517997116326741,"Wrap53","WD repeat containing, antisense to Trp53",197,162,114,116,116,86
"ENSMUSG00000041351",74.9011807514614,-1.12086342383868,0.414694098485264,-2.70286803678376,0.00687440328334558,0.0801783683691407,"Rap1gap","Rap1 GTPase-activating protein",52,42,52,45,84,111
"ENSMUSG00000041353",121.00071098196,0.0983743755270553,0.267752478834485,0.367407898351772,0.713314780921011,0.9287220642609,"Vcf2","VCP nuclear cofactor family member 2",200,220,165,156,137,108
"ENSMUSG00000041354",174.273739418555,0.184766630793352,0.234911241373304,0.78653805459967,0.431552333836253,0.8026034243258,"Rgl2","ral guanine nucleotide dissociation stimulator-like 2",212.875874958441,196.542841794467,170.236038272301,142,141,119
"ENSMUSG00000041355",82.4902866814251,0.0475739496854809,0.301886788124801,0.157588710592441,0.874780900051554,0.978850830809957,"Ssr2","signal sequence receptor, beta",190.116289845966,105.684409518147,156.413432323682,150.965854071932,115.899592876077,107.965985114488
"ENSMUSG00000041360",498.820884726276,0.41698043872269,0.116105932903191,3.59137925423989,0.00032893256482394,0.00764682255228337,"Pum3","pumilio RNA-binding family member 3",854.616962626185,827.897583364435,744.5225907285,538.464401425285,507.616310416797,485.282736111406
"ENSMUSG00000041361",4.05413850385044,-0.335904167481736,0.801559522425342,-0.419063286111759,0.675169881457921,0.913699701068009,"Myzap","myocardial zonula adherens protein",3,3,6.00530967991565,4,4.00109783757567,3.00056160689916
"ENSMUSG00000041362",750.504448666115,-0.104103612950084,0.148893522741659,-0.699181610006712,0.484438541801007,0.834001793548269,"Shtn1","shootin 1",873,1008,731,619.743123339307,840,858
"ENSMUSG00000041372",20.8019720810175,-0.461060914379535,0.453699123221014,-1.01622615249123,0.309521705321633,0.710276463596195,"B4galnt3","beta-1,4-N-acetyl-galactosaminyl transferase 3",25.1578175694572,29.6697296372048,13,18.9020886472548,17,39
"ENSMUSG00000041375",453.892388656181,-0.0199160122695049,0.172114796756104,-0.115713539131252,0.907879575661174,0.985794527534294,"Ccdc9","coiled-coil domain containing 9",523,525,338,466,372,398
"ENSMUSG00000041377",0.648727991127585,-0.249510555621342,3.01609575444084,-0.0827263376018375,0.934069142269919,NA,"Ninj2","ninjurin 2",1,1,1,0,3,0
"ENSMUSG00000041378",4.44700284356877,-1.12137121691333,1.20064128885988,-0.933976889948682,0.350315814084181,0.743909693573919,"Cldn5","claudin 5",10,1,0,10,3,6
"ENSMUSG00000041390",174.2906863205,0.395151612070952,0.423307874933285,0.933485142777534,0.350569537953053,0.744030448549384,"Mdfic","MyoD family inhibitor domain containing",128.534499518401,84.0194082722028,297.993419974408,145.989854004886,154.95358331888,160.849037930812
"ENSMUSG00000041396",49.7721466558481,0.433126077674764,0.246124181401407,1.7597867678364,0.0784439674535367,0.379718658060203,"Mettl18","methyltransferase like 18",60,79,56,49,37,36
"ENSMUSG00000041406",8.61803675677065,-1.42860074767352,0.699296015636905,-2.04291275186571,0.0410610757595501,0.262048603069777,"Firrm","FIGNL1 interacting regulator of recombination and mitosis",11.0777928274247,10,2.00672269092179,10,8.23498655904081,7
"ENSMUSG00000041408",2146.29067545407,-0.0330447667216659,0.14565727728229,-0.226866568826656,0.820527498489059,0.963543918750497,"Wapl","WAPL cohesin release factor",2498.28557992064,2740,1923.26090513005,2219,1950.02361102342,1800.12712932358
"ENSMUSG00000041415",651.904158326742,0.100134532215483,0.137480460577232,0.728354646144289,0.466396518860122,0.824657178116576,"Dicer1","dicer 1, ribonuclease type III",966.992235918915,964.047962909212,488.697899554468,745.105993468854,555.986530225407,550.565493273675
"ENSMUSG00000041417",1926.5596389041,0.340620432071007,0.15724550094157,2.16616965211346,0.0302982252644442,0.217287464484697,"Pik3r1","phosphoinositide-3-kinase regulatory subunit 1",3374.80955354067,3918.41392353315,2488.39958149478,2373.8095705185,1976.89011613139,1952.87762179009
"ENSMUSG00000041420",0.915483476639841,-1.49686768604289,2.00703219204736,-0.745811498178281,0.455781293143098,NA,"Meis3","Meis homeobox 3",1.09218813653531,0,1,1,2,0
"ENSMUSG00000041423",1.0584677252344,2.63371161310721,1.82944488362436,1.43962337246777,0.149973983401414,NA,"Paqr6","progestin and adipoQ receptor family member VI",3.09696226647855,0,1.12566469415607,0,0,0
"ENSMUSG00000041426",1851.77313423915,0.0975493072294574,0.126575380073664,0.770681527266091,0.440895723949876,0.808147326976256,"Hibch","3-hydroxyisobutyryl-Coenzyme A hydrolase",2590,2743,1886.99634308369,1973.99854572888,1958,1570
"ENSMUSG00000041429",100.560407993732,0.0878693167936406,0.224124386133641,0.392056028839475,0.695016815816965,0.92089210508009,"Nthl1","nth (endonuclease III)-like 1 (E.coli)",136.625263277565,110.813400713686,111.62607066243,113.101880120635,90.0265941678099,82.5706631521076
"ENSMUSG00000041431",17.8304969134202,0.168089997337432,0.485033031723292,0.346553711486863,0.728926625989114,0.933275202394552,"Ccnb1","cyclin B1",23,25,21,16.0328373985295,14.0115310616889,20
"ENSMUSG00000041438",459.521240605134,-0.123140811000927,0.142307087829609,-0.865317482628614,0.386864557800671,0.772158325080029,"Utp4","UTP4 small subunit processome component",626.185248155877,555.056552263924,481.172510626139,507.106948855776,528.940116812953,477.917581704761
"ENSMUSG00000041439",307.357282632818,-0.303064800543994,0.233163873496687,-1.29979312832225,0.193671881321902,0.590141557723237,"Mfsd6","major facilitator superfamily domain containing 6",422,400,229.809504614483,371.067310670134,328.417300955565,347.239187712456
"ENSMUSG00000041440",1.76806719177265,-1.55301420459016,1.72421405271194,-0.900708471867225,0.367743343072951,NA,"Gk5","glycerol kinase 5",1.00056095745155,1,0,1,4,0
"ENSMUSG00000041444",287.091962347104,0.159280372002365,0.342203824783008,0.465454680710728,0.641605883876647,0.904153417783137,"Arhgap32","Rho GTPase activating protein 32",309.068456176615,419.110269897438,255.017850057733,299.025802886706,243.047388136363,236.039265864978
"ENSMUSG00000041445",7.17324039923945,0.13795172709949,1.12584106880663,0.122532150337806,0.902477585536583,0.984879547729903,"Mmrn2","multimerin 2",12,6.03316930388733,2.05732668295715,11.0174866959159,1,3
"ENSMUSG00000041449",0.623466333315479,1.65291679451078,2.59444194883031,0.637099163176877,0.524060253616912,NA,"Serpina3h","serine (or cysteine) peptidase inhibitor, clade A, member 3H",0,1.00009730588934,1.00003910005905,0,0,0
"ENSMUSG00000041453",3686.72815123735,-0.0666080656908853,0.145828487219253,-0.45675620011569,0.647846290957627,0.905042881175266,"Rpl21","ribosomal protein L21",4530.04994319049,4644.0997790537,3124.79279274912,4400.92435185138,3784.60314748217,2658.08637827515
"ENSMUSG00000041459",1050.90774370009,-0.119184319121093,0.229400760303539,-0.519546312590205,0.603379825717031,0.888233925587212,"Tardbp","TAR DNA binding protein",1443.6576488876,1373.71480594255,835.202862161609,1427.49809018441,966.281715266857,910.28964850477
"ENSMUSG00000041460",11.5454709632296,-0.635588603712591,0.683469150201405,-0.9299448314899,0.352399649331393,0.744996977293744,"Cacna2d4","calcium channel, voltage-dependent, alpha 2/delta subunit 4",4.32776216006216,12.1936816103643,18.6087023267605,21.4469525505824,17.142459183755,10.6457301481127
"ENSMUSG00000041468",2.67677710359465,-3.02791060907441,1.86947830823151,-1.6196553850035,0.105306325063178,NA,"Gpr12","G-protein coupled receptor 12",0,1,0,0,2,5.1270348586489
"ENSMUSG00000041471",883.766919632143,0.516678434559489,0.334576272552205,1.54427697642208,0.122521247706465,0.474303315751399,"Shld2","shieldin complex subunit 2",977.399530870056,1373.57065099254,745.692226832147,660.967372747803,572.432600360618,553.354951812468
"ENSMUSG00000041477",40.6268844916829,-0.190888684496268,0.390321515582795,-0.489054988965314,0.624802766773402,0.897609010768798,"Dcp1b","decapping mRNA 1B",43,48,34,46,38,37
"ENSMUSG00000041479",6.78883442885063,1.21262686032602,0.899293875850762,1.34842112560683,0.177522973049408,0.566969876034646,"Syt15","synaptotagmin XV",11.8048639402837,5.01524072920316,3.08926666490883,3.59588407419562,1,1.03813336531109
"ENSMUSG00000041481",4.19316632630472,-2.34255686863183,1.58727356257968,-1.47583688398656,0.139987686489401,0.506896538234219,"Serpina3g","serine (or cysteine) peptidase inhibitor, clade A, member 3G",2,0,0,9.00079141563791,0,1
"ENSMUSG00000041482",1.15802030380256,1.28682432485157,2.13955640287249,0.601444450412209,0.54754400003547,NA,"Piezo2","piezo-type mechanosensitive ion channel component 2",0,0.934321263233447,2.45059769270878,1,0,0
"ENSMUSG00000041483",700.142400139396,-0.113134403706646,0.252169178535588,-0.448644851696972,0.653687873276592,0.906609375522006,"Zfp281","zinc finger protein 281",587,627,445,558,489,451
"ENSMUSG00000041488",132.817454268352,0.130203991617094,0.188100557997302,0.692204175273962,0.48880911703354,0.835197468055006,"Stx3","syntaxin 3",206.967434387028,235,171,201,173,103.87099307439
"ENSMUSG00000041491",23.4730098580872,1.32531499386317,0.806926444295645,1.64242354830745,0.10050225806548,0.434858019333905,"Cep78","centrosomal protein 78",21.6193003879924,83.6736814534036,52.697306654346,24.3267519593582,11.5486980662098,17.8803144544148
"ENSMUSG00000041498",13.0279970901753,1.95656639889028,1.08586339149305,1.80185317436665,0.0715685090744929,0.360149195267553,"Kif14","kinesin family member 14",12.3292137993578,14.8288824149242,13.792845150579,0.000214918737298085,9.03421516836476,0
"ENSMUSG00000041506",178.08652643316,-0.0112723263013346,0.189831698799198,-0.0593806322792187,0.952648939037167,0.991355177611476,"Rrp9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",289.00293106636,258.917744166514,223.326424420526,192.634095473679,187.825192403368,201.942697212749
"ENSMUSG00000041515",35.0123104090343,-0.921975855597906,0.382141226539254,-2.41265739357018,0.0158366981099813,0.142210564992995,"Irf8","interferon regulatory factor 8",43,28,23,69,48,37
"ENSMUSG00000041528",1349.81784235739,0.173748841547833,0.117218005022754,1.48227093196225,0.13826821950529,0.503657838921171,"Rnf123","ring finger protein 123",1638.60987777676,1848.6342464908,1332.36442206536,1106.4922592009,1155.24096953391,1179.01340017212
"ENSMUSG00000041530",611.162076065066,-0.25385147058283,0.118117166703369,-2.149149676273,0.0316225369719348,0.222558614637921,"Ago1","argonaute RISC catalytic subunit 1",708,766,464,607,674,573.899287136548
"ENSMUSG00000041534",118.026300740928,-0.751075620760036,0.344858071491444,-2.1779267555252,0.0294114902069136,0.212837189859668,"Rbp3","retinol binding protein 3, interstitial",82,139,155,223,202,131
"ENSMUSG00000041536",0.520014899438621,-2.68894630414415,2.80448964510312,-0.958800582073561,0.337659215925581,NA,"Serpina3a","serine (or cysteine) peptidase inhibitor, clade A, member 3A",0,0,0,1,1,1.00002383927762
"ENSMUSG00000041538",0.737822003004608,0.904616736721718,4.56913779757088,0.197984122344186,0.843057486375828,NA,"H2-Ob","histocompatibility 2, O region beta locus",1,0,0,0,0,0
"ENSMUSG00000041540",353.852103182271,0.535095278112135,0.359725817991095,1.48750868397603,0.136880511380791,0.500146096348652,"Sox5","SRY (sex determining region Y)-box 5",495.891985654124,484.030391879321,314.918329696444,343.513366863989,180.893458160412,312.27634215959
"ENSMUSG00000041544",1.39846132296278,2.62424818452575,3.16609425187585,0.82885977982839,0.407183756565574,NA,"Disp3","dispatched RND transporter family member 3",0,0,1,0,0,0
"ENSMUSG00000041548",2633.81060431029,0.435182839975189,0.175145330572195,2.48469564420278,0.0129662237965745,0.1236286311302,"Hspb8","heat shock protein 8",4059,3655,2828,2570,1874,2082
"ENSMUSG00000041550",4.74695180528109,-5.78208266687952,1.47969898911334,-3.90760736434933,9.32146239916483e-05,0.00266921876082523,"Serpina5","serine (or cysteine) peptidase inhibitor, clade A, member 5",0,0,0,3,12,10
"ENSMUSG00000041556",8.27677883214756,-0.237334683059526,0.62759513462789,-0.378165269238814,0.705307824145645,0.925157535181312,"Fbxo2","F-box protein 2",5,7,8,8,5,7
"ENSMUSG00000041559",0.771275112404657,2.45034924065407,3.54105216003377,0.691983379490999,0.488947766644102,NA,"Fmod","fibromodulin",0,4,0,0,0,0
"ENSMUSG00000041560",1296.45051240829,-0.1639211821783,0.157073032553676,-1.04359850646089,0.296671184210799,0.698209920235248,"Nop53","NOP53 ribosome biogenesis factor",1213.97597065776,1065.16773500567,839.322372052809,1231.54496951836,1055.32260945778,663.614887078262
"ENSMUSG00000041566",2.40743631417373,0.0900670583978614,1.09740848663272,0.0820725003450834,0.934589060877347,NA,"Tssk1","testis-specific serine kinase 1",2,6,0,2,3,1
"ENSMUSG00000041567",204.850464403972,-3.52018360874733,0.533557167836477,-6.597575332033,4.17936345759913e-11,5.94306532047356e-09,"Serpina12","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12",11,39,17,124,385,125
"ENSMUSG00000041570",237.779471473848,0.137708634422443,0.270526107131649,0.509040091851202,0.610724122387306,0.892058341265555,"Camsap2","calmodulin regulated spectrin-associated protein family, member 2",294.117912370156,326.690429981504,195.884293600569,204.373151829065,275.836837382683,136.558225431177
"ENSMUSG00000041571",1438.79098318435,0.0410467444450193,0.14661384944502,0.279964986939463,0.779504367480735,0.95175279345438,"Selenow","selenoprotein W",1863,2050,1259,1583,1498,1083
"ENSMUSG00000041577",14.5921976355318,0.571325659812945,0.73726540251978,0.774925363187128,0.438383763959112,0.807177566395388,"Prelp","proline arginine-rich end leucine-rich repeat",35,5,3,16,10,13
"ENSMUSG00000041578",27.3907892814831,-1.14575170209488,0.396575539686327,-2.88911339060679,0.00386329737460067,0.053311106687354,"Crx","cone-rod homeobox",19.0436836664933,43.6306054500244,29.2361791469749,42.1071740355355,48.780465507858,34.2649934335524
"ENSMUSG00000041592",8.29144567113908,0.37013991712,0.828059702741156,0.446996654824177,0.654877475195627,0.906742306879949,"Sdk2","sidekick cell adhesion molecule 2",15.0244326983402,5.02094511880147,5.05223573792913,3.00645238402113,7.09760889632756,9.27281172477678
"ENSMUSG00000041594",142.968857288301,0.181157259237421,0.231485262579587,0.782586576867447,0.433869926499891,0.803943572743268,"Tmtc4","transmembrane and tetratricopeptide repeat containing 4",217.169845288244,208.913209003424,134.51143347282,158.334680696549,123.632950857005,143.050252668013
"ENSMUSG00000041596",3.69685923127158,0.453697417610878,0.9173825568619,0.494556403124609,0.620913282975575,0.896345549705702,"Nlrp5-ps","NLR family, pyrin domain containing 5, pseudogene",7.42145142606536,11,3,6,4,2
"ENSMUSG00000041598",1037.16275379926,0.590476927883397,0.170059319403568,3.47218211830036,0.00051624599394646,0.0110752195228642,"Cdc42ep4","CDC42 effector protein 4",1924,2008,1835,1041,1227,1131
"ENSMUSG00000041605",4.81861716295701,-0.190811125504738,0.848520945045265,-0.224874974058017,0.8220765385087,0.964038916325872,"Inava","innate immunity activator",6.60068726000066,7,2,8,8,9
"ENSMUSG00000041607",10.6366811058244,-0.361440212973333,0.598624707410339,-0.603784321794752,0.545987044373239,0.860814557541934,"Mbp","myelin basic protein",11.029049931577,7.01877679528885,7.02455814664581,12.0385713618598,15.0434823900786,8.016672562015
"ENSMUSG00000041608",6.53045058742066,-0.45180350678902,0.768354901214007,-0.588014088379168,0.556522836509423,0.866842620565162,"Entpd3","ectonucleoside triphosphate diphosphohydrolase 3",5,3,12,7,4,13
"ENSMUSG00000041609",36.4582807091782,0.173334822911603,0.272288135317763,0.636586029388755,0.52439452761203,0.853662999446465,"Bicdl1","BICD family like cargo adaptor 1",44,57,44,45,33,25
"ENSMUSG00000041617",6.28555254178858,-1.19518989335379,1.00131793469908,-1.19361678437626,0.2326279053565,0.640528975191511,"Ccdc74a","coiled-coil domain containing 74A",9,7,5,3,8,10
"ENSMUSG00000041623",93.2794919519816,0.0639844787783894,0.298264025185962,0.214522950726278,0.830139271438804,0.966106614170539,"Mtnap1","mitochondrial nucleoid associated protein 1",129,143,118,103,119,101
"ENSMUSG00000041625",879.236662838127,0.0558617534243253,0.187742455169827,0.297544598390354,0.766050764236262,0.946926908294789,"Ggact","gamma-glutamylamine cyclotransferase",1111.87405403807,1070.94397561016,650.854530490869,1060.72981068723,755.802838642189,490.932296063878
"ENSMUSG00000041629",510.364303281014,-0.295472594011305,0.14117834857393,-2.09290303361621,0.0363578113974973,0.243798309190052,"Vcf1","VCP nuclear cofactor family member 1",586.222131892451,579.151729137542,510.031215324727,597.071229333413,632.810444796632,502.025683286026
"ENSMUSG00000041632",551.999264170102,-0.000111209004055182,0.161993518458437,-0.000686502800318615,0.999452250057702,1,"Mrps27","mitochondrial ribosomal protein S27",834.211119964145,931.089130135646,653.139633481475,780.541681694441,598.359827527625,637.99902963536
"ENSMUSG00000041633",2.04776293720224,-1.53624775993612,1.55579109973689,-0.987438326518209,0.323427803248871,NA,"Kctd12b","potassium channel tetramerisation domain containing 12b",3.31639459441339,0,0,2.15517694470132,4.18842079682933,1
"ENSMUSG00000041638",1177.43435138068,0.217486583613537,0.237115149133623,0.917219268394259,0.359027751847566,0.750848312792615,"Gcn1","GCN1 activator of EIF2AK4",1472.05326695503,1581.70338024871,1229.60272754221,1007.48284291534,1243.67827273156,1419.09340352891
"ENSMUSG00000041642",17.2405778814091,-0.121974433556488,0.765161760594518,-0.159409996471486,0.873345863574204,0.978582740325581,"Kif21b","kinesin family member 21B",10,21,19,35,21,17
"ENSMUSG00000041644",1.34288594390951,-4.92408718151806,2.7006093078788,-1.8233245242666,0.0682542540718879,NA,"Slc5a12","solute carrier family 5 (sodium/glucose cotransporter), member 12",0,0,0,5,0,0
"ENSMUSG00000041645",650.706581783563,0.180633521770352,0.143754236954934,1.25654398504428,0.208918809066438,0.612033499052152,"Ddx24","DEAD box helicase 24",844.806216068018,787.933568418213,687.006962030715,601.160584630466,592.677994141458,526.109425454687
"ENSMUSG00000041649",0.451819169220359,-0.195274299862897,2.81803073969278,-0.0692945953755586,0.944755127664161,NA,"Klf8","Kruppel-like transcription factor 8",0,1,1,1,0,1
"ENSMUSG00000041650",1966.45245097963,-0.233652353419592,0.0981350422268806,-2.38092681388373,0.0172691425037643,0.15120698003296,"Pcca","propionyl-Coenzyme A carboxylase, alpha polypeptide",2235.02361484804,2342.03690810069,1792.07679510354,2203.0733742041,2212.23369460809,2023.06090641897
"ENSMUSG00000041653",353.258371753181,-0.284067416093639,0.880746587218778,-0.3225302490137,0.747051025675819,0.940217003877552,"Pnpla3","patatin-like phospholipase domain containing 3",740,882,1828,316,1713,1635
"ENSMUSG00000041654",578.331268767528,-0.0707911403207287,0.18872855846688,-0.375095008915419,0.707589808815054,0.926420566015314,"Slc39a11","solute carrier family 39 (metal ion transporter), member 11",682,743,431,451,584,473
"ENSMUSG00000041658",5.77437067741064,0.683549826991567,0.852962886788508,0.801382847459168,0.422910041977295,0.797415797674866,"Rragb","Ras-related GTP binding B",14,11.0030967440446,8,6,4,5
"ENSMUSG00000041660",3211.86025486844,0.485160633623435,0.156737569904481,3.09536911870652,0.00196568103974383,0.0326650657463782,"Bbox1","gamma-butyrobetaine hydroxylase 1",4661,4898,3173,3414,3030,2323
"ENSMUSG00000041670",1.80158273384268,-0.427263643923971,1.22149446688896,-0.349787621234319,0.726498089734926,NA,"Rims1","regulating synaptic membrane exocytosis 1",1.12293319657248,1.0157525917781,2.50374331764118,1.87387498389059,1.01728628125281,2.00057951396144
"ENSMUSG00000041671",190.344147968096,0.30658816404105,0.218472757042116,1.4033244610995,0.160520107146698,0.538991489002774,"Pyroxd1","pyridine nucleotide-disulphide oxidoreductase domain 1",244.766286063379,285.457212472042,219.048192105748,203.143399870814,211.38671856632,149.491985451282
"ENSMUSG00000041673",3.85678585550224,-4.52170047230804,1.82385255367726,-2.47920286274862,0.0131676391341155,0.125238044622693,"Lrrc18","leucine rich repeat containing 18",0,1,0,5,13,3
"ENSMUSG00000041679",6.62863238343293,5.06317419977814,2.25676664527768,2.24355238959815,0.0248612154793806,0.19099310987845,"Fbxl9","F-box and leucine-rich repeat protein 9",12.3522213537495,0,8.90219049388872,0,0,0
"ENSMUSG00000041684",254.122701693309,-0.0260520433685888,0.253779560265705,-0.102656192410896,0.918235843276382,0.988112609584698,"Bivm","basic, immunoglobulin-like variable motif containing",279.376978178546,341.716882518897,194.523265780094,251.547483633394,260,273.462330804518
"ENSMUSG00000041685",439.88410831805,-0.135689376130036,0.19358686882431,-0.70092241769343,0.483351433359657,0.833495905508968,"Fcho2","FCH domain only 2",401.546415560833,502.479672339156,287.644092301751,452.464165067642,301.944299632345,339.755738307593
"ENSMUSG00000041688",163.601352553136,-0.0443655993209896,0.204318183493612,-0.217139750179782,0.828099436733403,0.965846825765564,"Amot","angiomotin",194.937080079571,211.140473348738,176.785500860042,178,145.148843143474,200.159551031366
"ENSMUSG00000041695",13.3708123950456,0.179812528828402,0.574917624104553,0.312762248519453,0.754461298749261,0.943840982168488,"Kcnj2","potassium inwardly-rectifying channel, subfamily J, member 2",10.0400881666083,21.1427808311467,13.1008529022432,8.11529629902635,9,15.0573414208135
"ENSMUSG00000041696",3.5638159125149,-1.54072386244696,1.01700448849871,-1.51496269669503,0.129781851202335,0.487561175617216,"Rasl12","RAS-like, family 12",1,2,6.19919503090768,3.68705296696691,11.0724173092929,6.07841438862644
"ENSMUSG00000041697",8679.09705902605,-0.093291639079326,0.123367630490934,-0.756208404976877,0.44952425427648,0.814785608403334,"Cox6a1","cytochrome c oxidase subunit 6A1",10155,9681,7025,9563,8051,6305
"ENSMUSG00000041698",2990.65093135461,4.10832048345029,0.484721467349345,8.47563138871539,2.33807970344691e-17,1.35649285055633e-14,"Slco1a1","solute carrier organic anion transporter family, member 1a1",2815,3779.84485730749,1448.62568400783,108,90.1696629735206,171.532976862624
"ENSMUSG00000041702",9.97305771690317,-1.33643775160488,3.31025434203248,-0.403726606332103,0.686413772190254,0.918768585699328,"Btbd7","BTB domain containing 7",20.3958670639251,4.52250306683787,5.9605759572114,0,0,58.3039893654758
"ENSMUSG00000041703",2.06304628892357,-0.0105723726504469,1.26772968053258,-0.00833961120639331,0.993346030105029,NA,"Zic5","zinc finger protein of the cerebellum 5",0,5,2.646322066484,3.64982022865807,2,1.25362961017418
"ENSMUSG00000041712",355.887080427698,-0.0156900470486167,0.132906279146621,-0.118053467069886,0.906025293438678,0.985120841418874,"Ubr7","ubiquitin protein ligase E3 component n-recognin 7 (putative)",380.784935645116,395.824485407398,238.613198133951,347.115525132445,265.506222848261,240.118561847061
"ENSMUSG00000041716",79.6493450093365,-0.0699342315649854,0.26613839279796,-0.262773930622164,0.792724829942823,0.956382184331904,"Gm20604","predicted gene 20604",88.274031168954,67.6023656077763,49.8901863379664,63.1296002542314,73.6225420627367,43.4815591684188
"ENSMUSG00000041717",261.259233396346,-0.26094615463846,0.22170773225555,-1.17698265181695,0.23920243058861,0.646791739366649,NA,NA,298.093909347131,248.505293093808,215.372184851135,296.402178610662,285.800818595031,187.79215977191
"ENSMUSG00000041718",97.3453049754355,-0.156947811260807,0.267745901090202,-0.586181938254704,0.557753257925795,0.867125063645172,"Alg13","asparagine-linked glycosylation 13",124.817513140917,132,68.6429668468864,97,67.179928506726,94.1147975936433
"ENSMUSG00000041720",146.355384847192,-1.80261902433667,2.15940659310885,-0.834775178555642,0.40384430382479,0.784585570371119,"Pi4ka","phosphatidylinositol 4-kinase alpha",8.78250753724121,0.0341755637121757,75.8202502443878,266.723387335905,0.0188521706979403,50.7385596067531
